record_id,wfdb_path,original_csv_path,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,sampling_rate_hz,units,lead_order,fold,split,group_id
medalcare_000011,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000011_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000011_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000012,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000012_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000012_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000013,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000013_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000013_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000014,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000014_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000014_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000015,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000015_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000015_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000016,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000016_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000016_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000017,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000017_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000017_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000018,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000018_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000018_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000019,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000019_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000019_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000020,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000020_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000020_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000021,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000021_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000021_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000022,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000022_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000022_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000023,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000023_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000023_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000024,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000024_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000024_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000025,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000025_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000025_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000026,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000026_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000026_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000027,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000027_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000027_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000028,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000028_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000028_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000029,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000029_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000029_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000030,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000030_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000030_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000031,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000031_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000031_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000032,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000032_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000032_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000033,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000033_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000033_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000034,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000034_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000034_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000035,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000035_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000035_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000036,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000036_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000036_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000037,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000037_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000037_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000038,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000038_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000038_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000039,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000039_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000039_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000040,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000040_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000040_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000041,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000041_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000041_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000042,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000042_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000042_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000043,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000043_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000043_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000044,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000044_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000044_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000045,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000045_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000045_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000046,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000046_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000046_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000047,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000047_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000047_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000048,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000048_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000048_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000049,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000049_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000049_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000050,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000050_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000050_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000051,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000051_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000051_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000052,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000052_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000052_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000053,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000053_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000053_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000054,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000054_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000054_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000055,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000055_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000055_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000056,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000056_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000056_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000057,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000057_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000057_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000058,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000058_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000058_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000059,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000059_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000059_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000060,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000060_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000060_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000061,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000061_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000061_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000062,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000062_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000062_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000063,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000063_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000063_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000064,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000064_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000064_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000065,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000065_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000065_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000066,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000066_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000066_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
medalcare_000067,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000067_filtered,C:\Users\Owen\Mres project\ECGFounder\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\000067_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",0,test,run_S62
